County/City,Ward,Pct,"Hillary R. Clinton","Donald J. Trump","Gary Johnson","Evan McMullin","Jill Stein","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian,Independent,Green
"Henrico County",-,"510 - Mehfoud (CD 4)",461,403,11,9,14,3,901
"Henrico County",-,"511 - Montrose (CD 4)","2,256",285,37,10,15,14,"2,617"
"Henrico County",-,"512 - Nine Mile (CD 4)",503,326,31,9,7,3,879
"Henrico County",-,"513 - Pleasants (CD 4)","1,830",226,16,6,12,8,"2,098"
"Henrico County",-,"514 - Rolfe (CD 4)","2,947",306,37,23,21,11,"3,345"
"Henrico County",-,"515 - Sandston (CD 4)",461,997,43,10,8,10,"1,529"
"Henrico County",-,"516 - Sullivans (CD 4)",903,467,27,6,11,1,"1,415"
"Henrico County",-,"517 - Town Hall (CD 4)",286,399,20,6,8,5,724
"Henrico County",-,"518 - Whitlocks (CD 4)",558,916,29,15,14,4,"1,536"
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","3,379",779,43,21,16,19,"4,257"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","7,484","4,571",468,144,60,111,"12,838"
"Henrico County",-,"Provisional (CD 4)",115,22,1,1,1,5,145
"Henrico County",-,"Provisional (CD 7)",205,161,17,5,8,5,401
"Henry County",-,"101 - Bassett Number Two (CD 9)",246,264,6,5,2,1,524
"Henry County",-,"102 - Gunville (CD 9)",163,774,10,10,3,0,960
"Henry County",-,"103 - Scott's Tanyard (CD 9)",370,"1,200",20,11,6,3,"1,610"
"Henry County",-,"201 - Fieldale (CD 9)",218,403,12,4,3,0,640
"Henry County",-,"202 - Horsepasture #1 (CD 9)",348,673,12,10,3,1,"1,047"
"Henry County",-,"203 - Horsepasture #2 (CD 9)",673,282,8,1,8,3,975
"Henry County",-,"204 - Spencer (CD 9)",323,855,14,4,2,4,"1,202"
