County/City,Ward,Pct,"Hillary R. Clinton","Donald J. Trump","Gary Johnson","Evan McMullin","Jill Stein","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian,Independent,Green
"Isle of Wight County",-,"202 - Carrollton",812,"1,314",103,31,11,8,"2,279"
"Isle of Wight County",-,"301 - Rushmere",886,737,33,8,7,9,"1,680"
"Isle of Wight County",-,"302 - Pons","1,124",620,24,12,3,2,"1,785"
"Isle of Wight County",-,"401 - Courthouse",194,539,12,4,0,3,752
"Isle of Wight County",-,"402 - Windsor",456,966,37,20,5,4,"1,488"
"Isle of Wight County",-,"403 - Longview",453,735,37,10,5,7,"1,247"
"Isle of Wight County",-,"501 - Walters",184,614,18,6,4,3,829
"Isle of Wight County",-,"502 - Camps Mill",238,186,5,4,1,2,436
"Isle of Wight County",-,"503 - Carrsville",198,335,17,4,3,1,558
"Isle of Wight County",-,"504 - Zuni",291,759,20,13,4,8,"1,095"
"Isle of Wight County",-,"505 - Raynor",139,449,12,9,0,0,609
"Isle of Wight County",-,"Ab - Central Absentee Precinct",832,995,61,13,8,15,"1,924"
"Isle of Wight County",-,Provisional,3,7,1,0,0,0,11
"James City County",-,"101 - Berkeley A",907,"1,208",100,55,18,31,"2,319"
"James City County",-,"102 - Berkeley B",700,823,97,48,10,21,"1,699"
"James City County",-,"103 - Berkeley C","1,119","1,713",65,51,6,34,"2,988"
"James City County",-,"104- Berkeley D",330,304,24,14,10,3,685
"James City County",-,"201 - Jamestown A",396,293,24,16,11,7,747
"James City County",-,"202 - Jamestown B","1,242",856,99,42,22,21,"2,282"
"James City County",-,"203 - Jamestown C",790,943,59,43,14,20,"1,869"
"James City County",-,"204 - Jamestown D",952,"1,344",65,46,17,21,"2,445"
"James City County",-,"301 - Powhatan A","1,046","1,361",75,31,8,32,"2,553"
"James City County",-,"302 - Powhatan B",488,332,37,22,7,5,891
"James City County",-,"303 - Powhatan C",342,677,26,8,2,3,"1,058"
"James City County",-,"304 - Powhatan D","1,182",992,79,19,15,11,"2,298"
"James City County",-,"401 - Stonehouse A",976,"1,497",109,44,22,14,"2,662"
"James City County",-,"402 - Stonehouse B","1,334","1,721",91,41,25,27,"3,239"
"James City County",-,"403 - Stonehouse C",851,"1,337",69,39,17,19,"2,332"
"James City County",-,"501 - Roberts A",807,335,33,14,9,3,"1,201"
"James City County",-,"502 - Roberts B",796,"1,284",50,24,10,29,"2,193"
"James City County",-,"503 - Roberts C",284,137,17,9,2,1,450
"James City County",-,"504 - Roberts D","1,040",984,86,36,20,23,"2,189"
"James City County",-,"Ab - Central Absentee Precinct","3,509","3,143",190,84,36,75,"7,037"
"James City County",-,Provisional,14,22,0,0,0,0,36
"King and Queen County",-,"101 - Owenton",357,265,6,2,3,2,635
"King and Queen County",-,"201 - Clarks",226,458,20,3,5,13,725
"King and Queen County",-,"301 - Shacklefords",271,374,11,2,3,4,665
"King and Queen County",-,"401 - Courthouse",297,375,18,0,4,2,696
"King and Queen County",-,"501 - Oldmill",144,460,12,3,1,1,621
"King and Queen County",-,"Ab - Central Absentee Precinct",172,167,8,3,2,2,354
"King and Queen County",-,Provisional,1,0,0,0,0,0,1
"King George County",-,"101 - Courthouse",581,"1,203",76,41,16,9,"1,926"
"King George County",-,"102 - Passapatanzy",333,658,23,11,4,7,"1,036"
"King George County",-,"201 - Monroe",775,"1,775",90,49,24,19,"2,732"
"King George County",-,"301 - Dahlgren",919,"1,329",67,32,18,20,"2,385"
"King George County",-,"401 - Shiloh",835,"1,531",54,27,12,17,"2,476"
"King George County",-,"Ab - Central Absentee Precinct",559,842,57,17,9,12,"1,496"
"King George County",-,Provisional,5,3,0,0,0,0,8
"King William County",-,"101 - West Point",476,"1,002",80,18,9,4,"1,589"
"King William County",-,"201 - Sweet Hall",188,381,21,6,3,3,602
"King William County",-,"202 - Courthouse",431,648,17,7,5,3,"1,111"
"King William County",-,"301 - Aylett",370,"1,235",40,15,8,10,"1,678"
"King William County",-,"401 - Manquin",470,"1,186",47,9,9,7,"1,728"
"King William County",-,"501 - Mangohick",618,"1,194",28,9,8,13,"1,870"
"King William County",-,"Ab - Central Absentee Precinct",200,321,27,7,1,10,566
"King William County",-,Provisional,7,8,1,0,1,0,17
"Lancaster County",-,"101 - Precinct 1-1",429,673,23,11,4,6,"1,146"
"Lancaster County",-,"201 - Precinct 2-1",646,400,20,6,0,5,"1,077"
"Lancaster County",-,"301 - Precinct 3-1",261,598,26,5,12,8,910
"Lancaster County",-,"302 - Precinct 3-2",137,275,7,3,6,1,429
"Lancaster County",-,"401 - Precinct 4-1",624,367,13,2,6,2,"1,014"
"Lancaster County",-,"501 - Precinct 5-1",427,779,26,9,2,6,"1,249"
"Lancaster County",-,"Ab - Central Absentee Precinct",338,428,26,5,5,8,810
"Lancaster County",-,Provisional,7,3,0,0,0,0,10
"Lee County",-,"101 - Elydale",90,368,2,3,1,0,464
"Lee County",-,"102 - Ewing",70,362,10,6,2,0,450
"Lee County",-,"103 - Rose Hill",146,688,7,6,2,4,853
"Lee County",-,"201 - Blackwater",33,130,1,0,1,2,167
"Lee County",-,"202 - Flatwoods",75,592,11,2,1,5,686
"Lee County",-,"203 - Jonesville",183,799,15,6,0,7,"1,010"
"Lee County",-,"301 - Ben Hur",182,864,10,6,5,9,"1,076"
"Lee County",-,"302 - Woodway",89,577,0,4,9,4,683
"Lee County",-,"401 - Stickleyville",78,307,4,2,2,0,393
"Lee County",-,"402 - Jasper",54,262,4,1,3,1,325
"Lee County",-,"403 - Seminary",53,313,3,1,1,3,374
"Lee County",-,"404 - Dryden",123,576,10,2,0,4,715
"Lee County",-,"501 - Saint Charles",103,238,0,0,0,0,341
"Lee County",-,"502 - Pennington",138,659,10,4,3,2,816
"Lee County",-,"503 - Robbins Chapel",9,100,1,1,2,0,113
"Lee County",-,"504 - Keokee",34,142,1,1,0,0,178
"Lee County",-,"Ab - Central Absentee Precinct",167,565,17,0,1,4,754
"Lee County",-,Provisional,0,1,0,0,0,0,1
"Lexington City",-,"1 - Lexington","1,229",634,78,52,18,17,"2,028"
"Lexington City",-,"Ab - Central Absentee Precinct",285,132,14,4,2,0,437
"Lexington City",-,Provisional,0,0,0,0,0,0,0
"Loudoun County",-,"107 - Little River",932,718,66,30,16,26,"1,788"
"Loudoun County",-,"108 - Mercer",978,707,43,30,8,14,"1,780"
"Loudoun County",-,"112 - Freedom",768,421,21,21,3,9,"1,243"
"Loudoun County",-,"114 - Dulles South",934,525,26,23,22,13,"1,543"
"Loudoun County",-,"117 - Carter",640,237,25,19,11,9,941
"Loudoun County",-,"118 - Moorefield","1,047",534,44,36,5,13,"1,679"
"Loudoun County",-,"119 - Arcola","1,794","1,095",104,55,22,21,"3,091"
"Loudoun County",-,"120 - Lunsford","1,043",660,48,20,10,15,"1,796"
"Loudoun County",-,"121 - Town Hall",636,455,41,32,9,10,"1,183"
"Loudoun County",-,"122 - Hutchison Farm","1,146",709,52,43,10,22,"1,982"
"Loudoun County",-,"123 - Cardinal Ridge",597,434,39,25,8,12,"1,115"
"Loudoun County",-,"124 - Liberty",708,437,31,20,9,8,"1,213"
"Loudoun County",-,"125 - Rock Ridge","1,113",440,30,25,11,16,"1,635"
"Loudoun County",-,"207 - River Bend",599,467,40,25,11,10,"1,152"
"Loudoun County",-,"208 - Algonkian",684,504,43,38,15,16,"1,300"
"Loudoun County",-,"209 - Potomac Falls","1,025",612,56,35,16,21,"1,765"
"Loudoun County",-,"210 - Cascades","1,231",735,87,38,22,22,"2,135"
"Loudoun County",-,"213 - Countryside",429,270,33,16,7,7,762
"Loudoun County",-,"214 - Sugarland North","1,157",782,76,55,12,26,"2,108"
"Loudoun County",-,"215 - Sugarland South","1,210",660,76,35,15,19,"2,015"
"Loudoun County",-,"216 - Lowes Island",850,673,39,22,13,31,"1,628"
"Loudoun County",-,"217 - South Bank","1,113",710,48,37,13,20,"1,941"
"Loudoun County",-,"218 - University Center",834,399,55,22,19,4,"1,333"
"Loudoun County",-,"219 - Galilee Church",876,547,76,36,15,16,"1,566"
"Loudoun County",-,"301 - Purcellville",932,"1,038",83,60,10,32,"2,155"
"Loudoun County",-,"302 - Round Hill",719,999,71,37,10,18,"1,854"
"Loudoun County",-,"303 - Hillsboro",636,936,39,26,10,25,"1,672"
"Loudoun County",-,"305 - Philomont",345,438,27,11,7,13,841
"Loudoun County",-,"307 - Middleburg",495,338,17,9,7,7,873
"Loudoun County",-,"308 - St Louis",474,384,29,10,4,11,912
"Loudoun County",-,"309 - Aldie",303,346,19,8,7,7,690
"Loudoun County",-,"310 - Mountain View",805,"1,093",89,73,18,22,"2,100"
"Loudoun County",-,"311 - Round Hill Elementary",658,986,57,42,14,33,"1,790"
"Loudoun County",-,"312 - Briar Woods","1,114",635,58,18,13,15,"1,853"
"Loudoun County",-,"313 - Pinebrook","2,135","1,355",102,57,30,24,"3,703"
"Loudoun County",-,"314 - Legacy","2,015",968,64,35,21,23,"3,126"
"Loudoun County",-,"315 - Firehouse",228,358,15,7,1,7,616
"Loudoun County",-,"316 - Creighton's Corner","1,662",957,88,68,24,18,"2,817"
"Loudoun County",-,"318 - Madison's Trust",614,851,56,35,9,18,"1,583"
"Loudoun County",-,"401 - West Lovettsville",851,"1,229",88,42,11,15,"2,236"
"Loudoun County",-,"402 - Waterford",731,945,68,22,14,21,"1,801"
"Loudoun County",-,"403 - Lucketts",929,"1,095",63,28,17,12,"2,144"
"Loudoun County",-,"407 - Harper Park",620,486,32,21,3,12,"1,174"
"Loudoun County",-,"408 - Evergreen",818,616,48,22,11,18,"1,533"
"Loudoun County",-,"409 - Clarkes Gap",730,"1,044",47,30,11,18,"1,880"
"Loudoun County",-,"411 - East Lovettsville",586,816,53,27,13,16,"1,511"
"Loudoun County",-,"413 - Tuscarora",38,49,3,0,3,0,93
"Loudoun County",-,"414 - Red Rock",637,405,27,16,4,8,"1,097"
"Loudoun County",-,"416 - Hamilton",962,"1,200",64,42,15,26,"2,309"
"Loudoun County",-,"419 - J. L. Simpson",705,997,43,38,9,19,"1,811"
"Loudoun County",-,"420 - River Creek",686,802,28,14,6,20,"1,556"
"Loudoun County",-,"421 - Between The Hills",88,153,6,6,4,1,258
"Loudoun County",-,"501 - West Leesburg",933,698,53,44,15,32,"1,775"
"Loudoun County",-,"502 - East Leesburg","1,273",559,72,40,19,12,"1,975"
"Loudoun County",-,"503 - Dry Mill",472,392,49,27,10,9,959
"Loudoun County",-,"504 - Smarts Mill",960,662,92,45,14,24,"1,797"
"Loudoun County",-,"505 - Cool Spring",990,856,81,42,13,25,"2,007"
"Loudoun County",-,"506 - Brandon Park",714,391,53,32,21,12,"1,223"
"Loudoun County",-,"507 - Greenway",524,413,45,28,7,12,"1,029"
"Loudoun County",-,"508 - Balls Bluff","1,032",800,74,45,18,27,"1,996"
"Loudoun County",-,"509 - Tolbert","1,345",654,55,22,18,13,"2,107"
"Loudoun County",-,"510 - Heritage",578,540,30,22,4,14,"1,188"
"Loudoun County",-,"615 - Hillside",986,701,60,44,17,19,"1,827"
"Loudoun County",-,"616 - Eagle Ridge","1,087",697,71,33,18,18,"1,924"
"Loudoun County",-,"617 - Oak Grove",635,167,16,11,8,4,841
"Loudoun County",-,"619 - Ridgetop",626,243,32,13,8,7,929
"Loudoun County",-,"620 - Russell Branch","1,193",849,67,55,15,23,"2,202"
"Loudoun County",-,"621 - Dominion Trail","1,326",824,72,55,8,27,"2,312"
"Loudoun County",-,"622 - Farmwell Station","1,266",626,52,33,11,11,"1,999"
"Loudoun County",-,"623 - Weller",804,607,28,19,6,10,"1,474"
"Loudoun County",-,"625 - Mill Run",402,346,26,15,1,11,801
"Loudoun County",-,"626 - Ashby Ponds",411,359,7,9,2,10,798
"Loudoun County",-,"627 - Ashbrook",903,428,45,16,16,10,"1,418"
"Loudoun County",-,"628 - Moorefield Station","1,144",596,66,34,14,13,"1,867"
"Loudoun County",-,"629 - Discovery",301,223,8,5,4,5,546
"Loudoun County",-,"701 - Sully","1,086",611,53,34,15,17,"1,816"
"Loudoun County",-,"702 - Park View",912,505,42,27,17,12,"1,515"
"Loudoun County",-,"703 - Rolling Ridge","1,260",509,57,31,31,12,"1,900"
"Loudoun County",-,"705 - Forest Grove","1,313",775,75,40,12,19,"2,234"
"Loudoun County",-,"707 - Claude Moore Park",930,421,39,26,9,10,"1,435"
"Loudoun County",-,"708 - Seneca",885,593,38,27,18,22,"1,583"
"Loudoun County",-,"709 - Mirror Ridge","1,173",472,55,42,21,20,"1,783"
"Loudoun County",-,"710 - Sterling",939,494,50,25,17,12,"1,537"
"Loudoun County",-,"808 - Stone Bridge","1,218",884,103,69,16,28,"2,318"
"Loudoun County",-,"810 - Cedar Lane","1,108",689,66,49,13,29,"1,954"
"Loudoun County",-,"813 - Seldens Landing",881,523,48,21,6,12,"1,491"
"Loudoun County",-,"814 - Newton - Lee",992,898,37,30,5,31,"1,993"
"Loudoun County",-,"815 - Belmont Ridge",892,692,33,27,1,29,"1,674"
"Loudoun County",-,"817 - Sanders Corner","1,250",972,75,55,29,43,"2,424"
"Loudoun County",-,"818 - Broad Run",868,603,48,28,10,19,"1,576"
"Loudoun County",-,"819 - Heritage Church",784,627,42,30,16,12,"1,511"
"Loudoun County",-,"820 - Belmont Station",919,631,40,40,7,10,"1,647"
"Loudoun County",-,"822 - Riverside",696,492,35,16,6,20,"1,265"
"Loudoun County",-,"Ab - Central Absentee Precinct","18,822","10,617",992,562,190,403,"31,586"
"Loudoun County",-,Provisional,102,60,9,3,2,3,179
"Louisa County",-,"101 - Zion",697,977,59,10,10,15,"1,768"
"Louisa County",-,"102 - Mechanicsville",349,528,31,16,6,4,934
"Louisa County",-,"201 - Louisa #1",369,624,26,14,15,8,"1,056"
"Louisa County",-,"202 - Louisa #2",334,614,35,12,10,7,"1,012"
"Louisa County",-,"301 - Patrick Henry No 1",926,808,44,12,7,9,"1,806"
"Louisa County",-,"302 - Patrick Henry #2",183,281,12,4,6,3,489
"Louisa County",-,"401 - Mineral",480,"1,105",37,14,6,4,"1,646"
"Louisa County",-,"402 - Yanceyville",202,290,11,6,14,3,526
"Louisa County",-,"501 - Fredericks Hall",229,285,15,2,5,3,539
"Louisa County",-,"502 - Cuckoo",268,557,29,5,5,6,870
"Louisa County",-,"503 - Elk Creek",153,436,16,8,4,1,618
"Louisa County",-,"601 - Bumpass",193,690,21,4,6,6,920
"Louisa County",-,"602 - Locust Creek",326,824,48,13,8,4,"1,223"
"Louisa County",-,"701 - Sheltons Mill",372,911,41,15,6,3,"1,348"
"Louisa County",-,"702 - South Anna",320,614,21,11,5,7,978
"Louisa County",-,"Ab - Central Absentee Precinct",807,983,59,17,11,16,"1,893"
"Louisa County",-,Provisional,4,1,0,0,0,0,5
"Lunenburg County",-,"101 - Plymouth",165,440,14,3,2,1,625
"Lunenburg County",-,"201 - Browns Store",192,356,14,5,0,3,570
"Lunenburg County",-,"301 - Rosebud",79,306,5,2,3,0,395
"Lunenburg County",-,"302 - Flat Rock",170,267,7,1,0,3,448
"Lunenburg County",-,"401 - Arrowhead Gun Club",55,214,4,2,5,0,280
"Lunenburg County",-,"402 - Pleasant Grove",141,351,7,4,5,0,508
"Lunenburg County",-,"501 - Reedy Creek",199,162,9,1,0,3,374
"Lunenburg County",-,"502 - Peoples Community Center",278,121,4,6,3,0,412
"Lunenburg County",-,"601 - Hounds Creek",430,271,6,1,2,0,710
"Lunenburg County",-,"701 - Meherrin Fire Department",148,186,3,2,4,0,343
"Lunenburg County",-,"702 - Victoria Public Library",151,256,6,1,0,0,414
"Lunenburg County",-,"Ab - Central Absentee Precinct",219,274,9,4,1,0,507
"Lunenburg County",-,Provisional,0,0,0,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct","1,198","1,453",110,95,14,27,"2,897"
"Lynchburg City",-,"102 - First Ward Second Precinct",951,"1,384",117,73,19,22,"2,566"
"Lynchburg City",-,"103 - First Ward Third Precinct",749,934,69,36,4,12,"1,804"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",503,349,50,14,11,8,935
"Lynchburg City",-,"105 - First Ward Fifth Precinct",603,446,68,30,6,10,"1,163"
"Lynchburg City",-,"201 - Second Ward First Precinct","1,805",489,69,46,19,30,"2,458"
"Lynchburg City",-,"202 - Second Ward Second Precinct","1,459",339,55,26,13,14,"1,906"
"Lynchburg City",-,"203 - Second Ward Third Precinct",563,141,8,7,1,3,723
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",348,281,17,6,4,5,661
"Lynchburg City",-,"301 - Third Ward First Precinct",520,458,57,37,11,8,"1,091"
"Lynchburg City",-,"302 - Third Ward Second Precinct",140,"2,739",137,156,4,29,"3,205"
"Lynchburg City",-,"303 - Third Ward Third Precinct",446,722,63,41,10,13,"1,295"
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",399,691,52,39,10,14,"1,205"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",670,"1,672",78,81,7,20,"2,528"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",857,"1,855",102,93,12,24,"2,943"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",432,607,38,20,5,9,"1,111"
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",901,"1,251",134,92,21,21,"2,420"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",973,"1,100",82,48,18,24,"2,245"
"Lynchburg City",-,"Ab - Central Absentee Precinct","1,270","1,068",72,58,18,19,"2,505"
"Lynchburg City",-,Provisional,5,3,1,0,1,0,10
"Madison County",-,"1 - Oak Park",277,420,20,8,4,3,732
"Madison County",-,"2 - Radiant",347,665,28,12,7,8,"1,067"
"Madison County",-,"3 - Rochelle",136,359,11,6,3,2,517
"Madison County",-,"4 - Graves Mill",13,44,4,1,1,0,63
"Madison County",-,"5 - Madison",390,743,38,13,7,5,"1,196"
"Madison County",-,"6 - Wolftown",205,420,27,12,3,1,668
"Madison County",-,"7 - Brightwood",285,852,21,20,5,6,"1,189"
"Madison County",-,"8 - Criglersville",177,359,9,7,2,7,561
"Madison County",-,"9 - Etlan",75,234,9,1,4,3,326
"Madison County",-,"Ab - Central Absentee Precinct",297,322,17,7,7,8,658
"Madison County",-,Provisional,1,1,0,0,0,0,2
"Manassas City",-,"1 - Dean","1,488","1,294",90,54,22,27,"2,975"
"Manassas City",-,"2 - Weems","1,150",819,85,37,24,32,"2,147"
"Manassas City",-,"3 - Metz","1,274",936,66,39,22,28,"2,365"
"Manassas City",-,"4 - Haydon","1,350","1,004",81,34,30,12,"2,511"
"Manassas City",-,"5 - Baldwin","1,501",797,85,42,27,24,"2,476"
"Manassas City",-,"Ab - Central Absentee Precinct","1,645","1,100",81,40,22,31,"2,919"
"Manassas City",-,Provisional,15,3,0,0,0,0,18
"Manassas Park City",-,"1 - Precinct One",912,419,36,22,15,7,"1,411"
"Manassas Park City",-,"2 - Precinct Two",813,468,48,13,6,6,"1,354"
"Manassas Park City",-,"3 - Precinct Three",846,425,41,14,13,12,"1,351"
"Manassas Park City",-,"Ab - Central Absentee Precinct",628,418,37,8,11,6,"1,108"
"Manassas Park City",-,Provisional,5,3,0,0,0,0,8
"Martinsville City",-,"1 - Precinct #1",531,22,2,3,2,1,561
"Martinsville City",-,"2 - Precinct #2",643,418,27,16,13,5,"1,122"
"Martinsville City",-,"3 - Precinct #3",487,221,9,6,0,4,727
"Martinsville City",-,"4 - Precinct #4",731,359,14,6,3,4,"1,117"
"Martinsville City",-,"5 - Precinct #5",505,913,54,15,6,11,"1,504"
"Martinsville City",-,"6 - Precinct #6",303,2,0,3,2,0,310
"Martinsville City",-,"Ab - Central Absentee Precinct",331,214,7,2,3,6,563
"Martinsville City",-,Provisional,2,0,1,0,0,0,3
"Mathews County",-,"1 - Chesapeake",256,667,38,9,6,1,977
"Mathews County",-,"2 - Westville",424,"1,034",42,4,10,8,"1,522"
"Mathews County",-,"3 - Piankatank",496,"1,107",44,12,13,5,"1,677"
"Mathews County",-,"Ab - Central Absentee Precinct",387,707,23,11,2,3,"1,133"
"Mathews County",-,Provisional,0,2,0,0,0,0,2
"Mecklenburg County",-,"101 - Wrights Store",241,219,7,0,0,1,468
"Mecklenburg County",-,"102 - Pearsons Store",50,117,2,2,0,0,171
"Mecklenburg County",-,"103 - South Clarksville",454,374,8,5,1,1,843
"Mecklenburg County",-,"201 - Boydton",225,215,10,1,0,1,452
"Mecklenburg County",-,"202 - Bluestone Senior High School",112,74,3,0,1,0,190
"Mecklenburg County",-,"203 - Chase City Vfw Post",316,73,4,0,0,4,397
"Mecklenburg County",-,"301 - Bracey",248,731,16,4,1,2,"1,002"
"Mecklenburg County",-,"302 - Lacrosse",287,374,5,1,1,2,670
"Mecklenburg County",-,"401 - American Legion Hall",770,401,9,1,3,3,"1,187"
"Mecklenburg County",-,"402 - Park View Middle School",125,68,0,0,2,2,197
"Mecklenburg County",-,"501 - South Hill",594,788,26,8,3,5,"1,424"
"Mecklenburg County",-,"601 - Baskerville",197,389,9,3,2,3,603
"Mecklenburg County",-,"602 - Union Level",61,262,7,3,1,0,334
"Mecklenburg County",-,"603 - Smith Crossroads",83,164,7,0,0,0,254
"Mecklenburg County",-,"604 - Lake Gaston",110,222,4,0,0,1,337
"Mecklenburg County",-,"701 - Chase City",256,384,9,5,3,6,663
"Mecklenburg County",-,"702 - Sunshine",203,322,7,2,1,2,537
"Mecklenburg County",-,"801 - Finchley",87,110,1,1,0,1,200
"Mecklenburg County",-,"802 - Bluestone",234,499,6,1,0,2,742
"Mecklenburg County",-,"803 - Chase City Elementary School",230,300,12,3,2,0,547
"Mecklenburg County",-,"901 - Averett",20,168,0,0,0,0,188
"Mecklenburg County",-,"902 - Buffalo Springs",75,248,13,3,0,2,341
"Mecklenburg County",-,"903 - Clarksville",342,786,35,7,4,5,"1,179"
"Mecklenburg County",-,"Ab - Central Absentee Precinct",950,995,39,4,5,6,"1,999"
"Mecklenburg County",-,Provisional,15,5,0,0,0,0,20
"Middlesex County",-,"101 - Saluda",146,235,14,5,2,0,402
"Middlesex County",-,"102 - Urbanna",212,418,21,3,5,2,661
"Middlesex County",-,"201 - New Market",276,903,22,12,5,5,"1,223"
"Middlesex County",-,"302 - Church View",419,539,17,7,2,2,986
"Middlesex County",-,"401- Harmony Village",406,513,23,5,6,1,954
"Middlesex County",-,"501 - Wilton",370,741,22,13,11,4,"1,161"
"Middlesex County",-,"Ab - Central Absentee Precinct",278,319,21,5,2,1,626
"Middlesex County",-,Provisional,1,2,0,0,0,1,4
"Montgomery County",-,"101 - Precinct A-1",941,761,91,33,15,12,"1,853"
"Montgomery County",-,"102 - Precinct A-2","1,175",404,123,45,33,19,"1,799"
"Montgomery County",-,"103 - Precinct A-3","1,571",733,129,57,31,21,"2,542"
"Montgomery County",-,"201 - Precinct B-1",103,135,5,2,0,4,249
"Montgomery County",-,"202 - Precinct B-2",920,"1,149",118,34,27,17,"2,265"
"Montgomery County",-,"203 - Precinct B-3",515,748,62,29,3,7,"1,364"
"Montgomery County",-,"204 - Precinct B-4","1,072","1,268",96,60,23,24,"2,543"
"Montgomery County",-,"301 - Precinct C-1",390,"1,251",26,19,10,8,"1,704"
"Montgomery County",-,"302 - Precinct C-2",503,"1,109",55,26,11,6,"1,710"
"Montgomery County",-,"303 - Precinct C-3",133,430,24,8,3,1,599
"Montgomery County",-,"304 - Precinct C-4",566,"1,075",69,30,5,4,"1,749"
"Montgomery County",-,"401 - Precinct D-1",370,609,48,25,10,9,"1,071"
"Montgomery County",-,"402 - Precinct D-2",360,"1,150",52,18,7,7,"1,594"
"Montgomery County",-,"403 - Precinct D-3",321,979,31,19,13,1,"1,364"
"Montgomery County",-,"404 - Precinct D-4",175,544,24,13,4,4,764
"Montgomery County",-,"405 - Precinct D-5",657,"1,126",62,28,15,12,"1,900"
"Montgomery County",-,"501 - Precinct E-1",958,909,74,31,17,15,"2,004"
"Montgomery County",-,"502 - Precinct E-2",445,716,40,31,17,11,"1,260"
"Montgomery County",-,"503 - Precinct E-3","1,081",509,129,18,14,15,"1,766"
"Montgomery County",-,"601 - Precinct F-1","1,437",581,156,44,40,23,"2,281"
"Montgomery County",-,"602 - Precinct F-2","1,330",570,127,60,18,16,"2,121"
"Montgomery County",-,"603 - Precinct F-3",343,263,65,11,8,8,698
"Montgomery County",-,"701 - Precinct G-1","1,632",741,143,79,29,31,"2,655"
"Montgomery County",-,"702 - Precinct G-2","1,170",458,147,28,29,21,"1,853"
"Montgomery County",-,"Ab - Central Absentee Precinct","1,847","1,237",130,50,19,30,"3,313"
"Montgomery County",-,Provisional,6,4,0,0,0,0,10
"Nelson County",-,"101 - Rockfish",704,772,54,24,28,2,"1,584"
"Nelson County",-,"201 - Lovingston",363,450,26,10,8,11,868
"Nelson County",-,"202 - Schuyler",240,274,11,4,4,4,537
"Nelson County",-,"301 - Shipman",524,627,32,5,7,4,"1,199"
"Nelson County",-,"302 - Gladstone",86,111,7,4,1,4,213
"Nelson County",-,"401 - Roseland",476,784,30,14,8,2,"1,314"
"Nelson County",-,"402 - Montebello",36,77,3,2,0,1,119
"Nelson County",-,"501 - Faber",268,295,16,6,9,4,598
"Nelson County",-,"502 - Nellysford",654,556,36,17,12,11,"1,286"
"Nelson County",-,"Ab - Central Absentee Precinct",326,204,25,9,4,12,580
"Nelson County",-,Provisional,12,4,4,0,0,0,20
"New Kent County",-,"102 - Tunstall",133,461,14,4,1,0,613
"New Kent County",-,"103 - Southern Branch",354,"1,237",44,9,6,13,"1,663"
"New Kent County",-,"201 - Quinton",504,969,53,21,4,17,"1,568"
"New Kent County",-,"202 - Kentwood",191,687,29,8,6,6,927
"New Kent County",-,"301 - Watkins",386,533,20,7,3,9,958
"New Kent County",-,"302 - Cumberland",371,779,37,13,10,3,"1,213"
"New Kent County",-,"401 - Providence Forge",505,"1,005",39,12,6,9,"1,576"
"New Kent County",-,"403 - Mountcastle",187,454,27,3,3,3,677
"New Kent County",-,"501 - Eltham",270,568,25,5,8,1,877
"New Kent County",-,"502 - Chickahominy River",255,879,26,8,4,3,"1,175"
"New Kent County",-,"Ab - Central Absentee Precinct",389,545,33,12,1,12,992
"New Kent County",-,Provisional,1,1,1,0,0,0,3
"Newport News City",-,"101 - Denbigh (CD 3)","1,839",537,53,24,26,23,"2,502"
"Newport News City",-,"102 - Epes (CD 3)","1,952",454,60,19,25,9,"2,519"
"Newport News City",-,"103 - Jenkins (CD 3)","1,435",799,100,27,21,23,"2,405"
"Newport News City",-,"104 - Mcintosh (CD 3)","1,264",373,58,26,12,8,"1,741"
"Newport News City",-,"105 - Oyster Point (CD 3)",326,221,32,10,8,4,601
"Newport News City",-,"106 - Reservoir (CD 3)","1,878",844,69,35,27,24,"2,877"
"Newport News City",-,"107 - Richneck (CD 3)","1,513",925,86,38,20,20,"2,602"
"Newport News City",-,"108 - Lee Hall (CD 3)","1,300",467,58,19,15,7,"1,866"
"Newport News City",-,"109 - Windsor (CD 3)",752,480,39,12,16,10,"1,309"
"Newport News City",-,"110 - Greenwood (CD 3)","1,616",529,79,14,26,12,"2,276"
"Newport News City",-,"201 - Bland (CD 3)",333,139,16,6,4,4,502
"Newport News City",-,"202 - Boulevard (CD 3)",754,846,84,31,18,26,"1,759"
"Newport News City",-,"203 - Charles (CD 3)","1,154","1,431",111,41,16,20,"2,773"
"Newport News City",-,"204 - Wellesley (CD 3)","1,007",698,103,34,19,15,"1,876"
"Newport News City",-,"205 - Deep Creek (CD 3)",769,"1,224",93,35,19,23,"2,163"
"Newport News City",-,"208 - Hidenwood (CD 3)",452,687,48,12,3,11,"1,213"
"Newport News City",-,"209 - Hilton (CD 3)",740,790,86,32,14,13,"1,675"
"Newport News City",-,"210 - Nelson (CD 3)","1,292","1,372",107,42,17,22,"2,852"
